title,url,brand,main_image,description,gtin13,currency,price,product_details,information,primary_category,sub_category_1,sub_category_2,images,avg_rating,reviews_count,uniq_id,scraped_at
Batiste Dry Shampoo Floral & Flirty Blush - 6.73 Fl. Oz.,https://www.albertsons.com/shop/product-details.960162090.html,Batiste,https://images.albertsons-media.com/is/image/ABS/960162090?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Batiste Dry Shampoo Floral & Flirty Blush - 6.73 Fl. Oz.,501072452737,USD,8.99,"Dry Shampoo, Blush
                    

                        Instant hair refresh. Refresh hair without drying out. Award winning no1 brand (based on 52 week unit of dry shampoo, Nielsen All Outlet through 10/24/20) with keratin. Flirty and floral fragrance. A burst for this can of magic removes oil effectively, leaving hair looking clean and feeling all kind of fabulous without during it out. With an aroma of romantic rose combined with lychee, seize the day and sparkle by night. Give your hair a new lease on life with added body and texture between washes, whenever you need it. All hair types welcome! PSSST.... Did you know? 86% of consumers agree Batiste dry shampoo effectively remove  grease and oil from hair (Consumer study, 150  subjects, % agreement satisfaction after 1 week with 1 or more uses). Our promise. Won't dry hair out. Gently removes oil. Long lasting freshness. how2recycle.info. Instagram: (at)batiste_us. Facebook: (at)batisteus. TikTok: (at)batiste. US & Canada: 800-952-5080 M-F 9am to 5pm ET. Proud supporter of Arbor Day Foundation. Award Winning No 1 Brand (Based on 52 week unit sales of dry shampoo, Nielsen all outlet through 10/24/20). Made in USA with US and imported materials.","[{'Warning': 'Contains: Warning: Extremely flammable aerosol. Keep away from heat sparks/open flames/hot surfaces - No smoking. Do not spray on open flame or other ignition sources. Pressured container. May burst if heated.  Do not pierce or burn even after use Protect from sunlight. Do not expose to temperature exceeding 50 degree C/120 degrees F. Intentional misuse by deliberately concentrating or inhaling the contents can be harmful or fatal. Use only as directed between washes. Do not apply to broken or irritated skin. Not for intimate hygiene use. Avoid spraying in eyes. If eye contact occurs, wash with warm water, if scalp/skin irritation occurs, seek medical attention if  irritation persists. Keep out of reach of children. Solvent abuse can kill instantly.'}, {'Warning': 'Contains: Warning: Extremely flammable aerosol. Keep away from heat sparks/open flames/hot surfaces - No smoking. Do not spray on open flame or other ignition sources. Pressured container. May burst if heated.  Do not pierce or burn even after use Protect from sunlight. Do not expose to temperature exceeding 50 degree C/120 degrees F. Intentional misuse by deliberately concentrating or inhaling the contents can be harmful or fatal. Use only as directed between washes. Do not apply to broken or irritated skin. Not for intimate hygiene use. Avoid spraying in eyes. If eye contact occurs, wash with warm water, if scalp/skin irritation occurs, seek medical attention if  irritation persists. Keep out of reach of children. Solvent abuse can kill instantly.'}, {'Directions': 'Feel fabulous in 4. 1. Shake for a few seconds to wake the magic. 2. Section hair & spray towards your roots (from about 12 inches). 3. Tumble around with your fingertips and add a little head massage to ensure roots are covered. 4. Brush lightly to remove excess residue and style as desire. You are ready for the world.'}, {'About the Producer': 'Church & Dwight Co., Inc.'}]",Personal Care & Health,Hair Care,Performance Shampoo Cond,images.albertsons-media.com/is/image/ABS/960162090,4.6,14,187a3eda-6710-5ff5-af25-0fd7f9ac956c,2022-11-24T13:49:01
Signature Farms Cashews With Sea Salt Multipack - 8-1 Oz,https://www.albertsons.com/shop/product-details.960533138.html,Signature Farms,https://images.albertsons-media.com/is/image/ABS/960533138-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Signature Farms Cashews With Sea Salt Multipack - 8-1 Oz,2113012888,USD,5.99,"Cashews, Roasted, with Sea Salt
                    

                        Delicious Quality from Farm to Table: Welcome to the extraordinary flavors, textures, and colors of Signature Farms. You can find all the produce and vegetables you want under the sun - crispy greens, perfectly ripened fruit, and all the colors of the vegetable rainbow. Non GMO Project verified. nongmoproject.org. Per 1 oz bag: 160 calories; 2.5 g sat fat (13% DV); 100 mg sodium (4% DV); 1 g total sugars. www.betterlivingbrandsLLC.com. Quality guaranteed. Our Promise: Quality & satisfaction 100% guaranteed or your money back. SmartLabel: Scan for more food information.","[{'Product Attributes': 'Kosher'}, {'Product Attributes': 'Kosher'}, {'Warning': 'Contains: Contains: tree nut (cashew). May contain: milk, wheat, soy, peanut, other tree nuts (almond, brazil nut, coconut, hazelnut, macadamia nut, pecan, pine nut, pistachio, walnut). May contain shell pieces.'}, {'Directions': 'Store in a cool, dry place.'}, {'About the Producer': 'BETTER LIVING BRANDS'}]",Fruits & Vegetables,Nuts & Dried Fruits,"Nuts, Seeds & Snacks","images.albertsons-media.com/is/image/ABS/960533138-ECOM, images.albertsons-media.com/is/image/ABS/960533138-C1N1, images.albertsons-media.com/is/image/ABS/960533138-A7N1",4.5,2,76b52725-a6e9-5887-8a33-a4c2fac942d7,2022-11-24T13:49:02
Duke Cannon Jingle Booze Holiday Classics - EA,https://www.albertsons.com/shop/product-details.970026801.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970026801?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Duke Cannon Jingle Booze Holiday Classics - EA,85000353982,USD,19.99,,[],Personal Care & Health,Skin Care & Cosmetics,After Bath Products,images.albertsons-media.com/is/image/ABS/970026801,0.0,0,960de634-9acd-5951-9b3c-9d297dfa19b7,2022-11-24T13:49:03
Poderi Aldo Conterno Conca Tre Pile Wine Barbera Dalba - 750 Ml,https://www.albertsons.com/shop/product-details.960566880.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/960566880?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Poderi Aldo Conterno Conca Tre Pile Wine Barbera Dalba - 750 Ml,802877700811,USD,55.99,,[],"Wine, Beer & Spirits",Wine,Wine Blends & Other,images.albertsons-media.com/is/image/ABS/960566880,0.0,0,2385e187-76d9-5600-9857-33f91b9a5748,2022-11-24T13:49:05
Vouvray Wine Monmousseau Bottle - 750 Ml,https://www.albertsons.com/shop/product-details.960453199.html,Vouvray,https://images.albertsons-media.com/is/image/ABS/960453199-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Vouvray Wine Monmousseau Bottle - 750 Ml,72776050233,USD,19.99,"White Wine, Monmousseau, Loire France, 2012 
                    

                        White table wine. 100% Chenin Blanc. This dry to soft wine comes from the area of Vouvray in the heart of the Touraine (Central Loire Valley). Excellent as an aperitif it will also perfectly fit with fish, seafood, poultry and generally with any creamy or saffron sauce. Alc. 12% by vol. Bottled and shipped by: J.M. Monmousseau, S.A. - 41400 Montrichard - France. Product of France.","[{'Warning': 'Contains: Contains sulfites. Government Warning: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.'}, {'Warning': 'Contains: Contains sulfites. Government Warning: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.'}, {'Directions': 'Serve chilled 47-50 degrees F.'}, {'About the Producer': 'BANKS CHANNEL'}]","Wine, Beer & Spirits",Wine,Wine Blends & Other,"images.albertsons-media.com/is/image/ABS/960453199-ECOM, images.albertsons-media.com/is/image/ABS/960453199-C1N1",0.0,0,3a42bf46-e56a-5d3a-b9bb-ffd6bf84f483,2022-11-24T13:49:06
Good Cook Handy Grater - Each,https://www.albertsons.com/shop/product-details.960006275.html,Good Cook,https://images.albertsons-media.com/is/image/ABS/960006275-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Good Cook Handy Grater - Each,7675320326,USD,8.49,"Cheese Grater
                    

                        20326. Comfort grip handle. Arched, flush mounted surface makes grating easy. non-slip base. Hand wash recommended. 100% satisfaction guarantee. www.goodcook.com. Made in China.","[{'About the Producer': 'Bradshaw International, Inc.'}, {'About the Producer': 'Bradshaw International, Inc.'}]","Paper, Cleaning & Home",Kitchen Accessories,Gadgets & Utensils,"images.albertsons-media.com/is/image/ABS/960006275-ECOM, images.albertsons-media.com/is/image/ABS/960006275-C1N1, images.albertsons-media.com/is/image/ABS/960006275-A7N1",0.0,0,72dab204-ce01-59ed-89aa-53452545b0a9,2022-11-24T13:49:07
Bary3 Bottle Stoppers S/2 - EA,https://www.albertsons.com/shop/product-details.970321033.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970321033?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Bary3 Bottle Stoppers S/2 - EA,81950701372,USD,4.99,,[],"Paper, Cleaning & Home",Hardware & Home Needs,Miscellaneous Household,images.albertsons-media.com/is/image/ABS/970321033,0.0,0,99af2fe7-7dbd-58fe-87c5-7ff588604a21,2022-11-24T13:49:08
Lindy Ncaa Bball S - EA,https://www.albertsons.com/shop/product-details.970334618.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970334618?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Lindy Ncaa Bball S - EA,7148603077,USD,9.99,,[],,,,images.albertsons-media.com/is/image/ABS/970334618,0.0,0,46fb6621-e91b-56e5-bbe1-66ddc985f6ad,2022-11-24T13:49:08
Melrose Blue Chickens Placemat - EA,https://www.albertsons.com/shop/product-details.970314278.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970314278?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Melrose Blue Chickens Placemat - EA,74642785180,USD,4.99,,[],"Paper, Cleaning & Home",Hardware & Home Needs,Miscellaneous Household,images.albertsons-media.com/is/image/ABS/970314278,0.0,0,41b82579-33bc-526c-ba0e-b56880be916a,2022-11-24T13:49:09
Pinwheel Sleeve Tunic - EA,https://www.albertsons.com/shop/product-details.970318992.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970318992?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Pinwheel Sleeve Tunic - EA,81031202078,USD,11.99,,[],Personal Care & Health,Pantyhose & Apparel,Shirts & Sweatshirts,images.albertsons-media.com/is/image/ABS/970318992,0.0,0,d88362d7-fced-5b7e-9691-5b0f1469c5af,2022-11-24T13:49:09
Scour Pads 10pk - 1 EA,https://www.albertsons.com/shop/product-details.970012486.html,SIGNATURE SELECT,https://images.albertsons-media.com/is/image/ABS/970012486?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Scour Pads 10pk - 1 EA,2113013048,USD,1.0,,[],"Paper, Cleaning & Home",Cleaners & Supplies,Sweepers & Supplies,images.albertsons-media.com/is/image/ABS/970012486,0.0,0,2a0dc197-5d31-55b2-9590-1ce7046c9e25,2022-11-24T13:49:09
